category,subcategory,question,required,answer-1,score-1,answer-2,score-2,answer-3,score-3,answer-4,score-4,answer-5,score-5,answer-6,score-6
25,38,Culture,1,"Your company's people are over-ridingly focused/incentivised on internal, short-term objectives. There is little encouragement to pull ideas from the market, take risks, solve causal problems, develop capability for the mid-term, or break down silos. The company has a hierarchical leadership style with little cascading of accountability and authority. Decision-making is slow and processes tend to b",1,"Some of your leaders recognise that wholesale culture change is required to be competitive, but little actual investment is made. Leaders are too caught up in fire-fighting to invest in the change required.",2,"Your company has a high level digital strategy and there is wide-spread recognition that significant culture change is required if it is to be a success. The desired change has been documented at a high level and some enthusiastic leaders are trying to drive a little change in their respective silos. Too many leaders are lacking a customer-centricity, innovation, and collaboration focus for the des",3,"Your company has developed a detailed plan for culture change and is investing in leadership training to kick-it off. A few ambassadors are seeding change: rewarding innovation and changing metrics to measure customer outcomes, collaboration, and digital successes. The vast majority of the organisation is still caught up in the 'usual way' of doing things, however.",4,"Your leaders are over-ridingly bought into the benefits of culture change. They are collectively building an outside-in, customer obsessed culture, with enterprise wide collaboration and a strong focus on durable innovation. Many interesting, talented, innovative individuals are keen to join the company.",5,"Customer-centricity, innovation, and collaboration are part of the DNA of your company. Individuals are incentivised on mid/long-term objectives as well as short. Experimentation and risk-taking is expected. Teams are fluid and flexible based on business requirements. You have platforms in place to flexibly track iterative work. You have a wide eco-system and regularly invest in start-ups or extern",6
25,38,Work-force planning,1,"Your company has no over-arching capability and capacity plan. There is little understanding of future demand, nor any consideration as to how roles/tasks can be augmented technically or through external assistance. There is little understanding of market supply and constraints.",1,Your company tracks some basic macro-indicators of capacity and undertakes a rough planning exercise on an annual or bi-annual basis.  The work is very spread-sheet heavy and typically based on historic rather than future data. Voluntary redundancies often lead to talent drain rather than the poorer performers moving on. ,2,"Your leadership are making key decisions based on people data. However. It is predominantly internally focussed, historical and capacity rather than capability centric. Spreadsheets are heavily used. The use of these analytics is presented with some hyperbole .",3,"Pockets of planning talent in your organisation are bringing greater sophistication to your work-force planning. e.g. people and business metrics are actively linked; there is some use of capability assessment frameworks; career progression (joiners, movers, departures) is actively managed. There is some investment in work-force planning tools.",4,"Your company's work-force planning is reliable and informs many key business decisions. It utilise sophisticated tools and incorporates analytics and scenario planning. Information is available in real-time/near-to-real-time. It combines people and business data and predicts supply: joiners, departures, movers etc. 'Hot-spots' are regularly identified.",5,"You company has a highly sophisticated work-force management approach and tools in place. It takes into account future anticipated demand, market supply, augmentation through technology and partners, and the building of capability through training and recruitment. Scenario-planning is at the heart of pre-emptive decision making.",6
25,38,Capability development,1,"Your company develops skills in a reactive and ad-hoc manner. There is limited training budget. Recruitment is typically undertaken reactively to fill a deficit in capacity. Contractors are used in a non-consistent manner.  There are rigid career paths with little consideration of people potential or interest. There is little use of behavioural tests nor non-technical training e.g. coaching, team-b",1,"Your leadership claims it desires to increase the digital capability of the organisation, but serious investment is almost always cut when short-term financial targets are looking tight. Training is usually provided in a 'blanket' manner with little customisation/focus on individual needs/ambitions. Little capability development is provided beyond classroom and web-based training. Recruitment is ad",2,"Your leadership have some detail around the macro level of digital capability they are looking for and roughly how to get there. Translation of this intent into personalised action is hindered by insufficient investment, focus on the day-job, a lack of adequate tooling, or inexperience within the HR team.",3,"Your leadership and HR team have a reasonably well-structure development plan to get the organisation to the desired level of digital capability. They are starting to execute on pockets of substantive and lasting investment, both in terms or upskilling and recruitment. Capability frameworks, mentoring, and behavioural testing are starting to be used, but in their infancy.",4,"Your leadership have a clear digital capability development plan, underpinned by quantifiable assessments of as-is and to-be capability. Some basic consideration of aptitude is included. The company has a portfolio of training and coaching options with some freedom for the individual to select preferred paths.  'Early-adopters' to the new opportunities love the approach, but a quorate of the work-f",5,"Your company has a sophisticated capability development approach that works at both an individual and a macro level. You use market-leading tools that use behavioural science best practice. Future predictions of capability are based on aptitude and potential as well as current skills and experience. Personality tests, training customisation, and coaching/mentoring are used widely and effectively. ",6
25,38,Collaboration,1,"Your company operates in silos and puts informational walls up to partners. Cross-team  engagement is typically formal and information passed along linear processes. Email is used wherever possible, with limited real-time engagement. There are few knowledge repositories to maintain a common knowledge base.",1,"Your leadership indicate a desire to increase collaborative working and occasional establish their own cross-functional teams. There is little cross-functional teaming lower down the organisation, however. Channels for information sharing typically traditional in nature.",2,"The concept of cross-functional teaming is pretty common in your company, although performance management metrics are still mainly business unit aligned. Some collaboration with external parties is sought, but there is little openness of information. The company as looked at social/collaboration platforms and knowledge repositories, but they have not been adopted widely or consistently.",3,"A number of cross-functional teams have been in place for a period of time at your company, with reasonable success.  Occasionally these teams contain external partners, although information sharing with remains somewhat limited. There has been investment in social/collaboration platforms and knowledge repositories, and a growing proportion of staff members are using them.",4,"Cross-functional teams contain external parties and are generally self-organising and agile in their approach to meeting outcomes. joining these teams. Team-member's performance metrics are predominantly a function of the team's success. A social/collaboration platform  and knowledge repository is commonly used across the organisation, allowing teams to work together on common deliverables in real-",5,Internal and external teams all work together in a fluid manner. There is little restriction to information sharing between business units/companies.  Collaboration/social platforms are used extensively to enable real-time/multi-party work. New innovations are regularly informed by partners and customers. Your company has a strong knowledge management system that is perceived to be a differentiator,6
25,38,Work composition,1,Individuals in your company sit in formal roles with little flexibility in what they do. The company has  poorly defined career paths with little consideration of potential/personal interest. There is little ambition for fixing low value/frustrating parts of jobs.,1,Individual's roles are predominantly rigid within your company although there is some flexibility in approach if outputs are met. There is some clarity around career paths although little sense of meritocracy in terms of promotions. Talented individuals usually suffering task overload with weaker individuals being 'carried'. There is little consideration as to how roles will change in the future.,2,"Your leadership have stated an intent to bring greater 'fluidity' to the working practices. They have established staff feedback mechanism to generate ideas, although little change has come from it. Career progression is ad-hoc and there is little work load balancing around work apportionment with talent over-loaded.",3,"A number of your leaders are driving a sustained focus on automation and continuous improvement, with moderate but growing success. There is wide-spread concern as to technology taking people's jobs. Career progression is structured for talent but ad-hoc for the rest of the organisation. There is some work load balancing around work apportionment but its application is dependent on the quality of t",4,"Structured activity analysis is undertaken and drives continuous improvement, with a reasonable budget for automation. There is flexibility in work-location, albeit a strong focus on building collaborative teams. Individuals are measured more on achieving outcomes, rather than how they achieve them. There is a little flexibility for individuals to pursue 'personal interest' work.",5,Your company puts significant emphasis on the use of cross-functional teams with clear delegated accountabilities and authority. They are measured almost exclusively on their ability to achieve customer-centric outcomes or reduce risk. You have a flat work structure and employees are encouraged to spend a portion of their time on innovative or continuous improvement projects. There is significant i,6
27,40,Insight and testing,1,Your company has nothing but the most rudimentary tools for capturing and utilising customer insight and feedback,1,"Your company has a basic customer feedback mechanism in place e.g. NPS, but little is done with the feedback.",2,"Your company captures, processes, and understands basic customer feedback company-wide. Some action taken on easy service fixes, but there is little activity in terms of root problem fixes or improving new product launches/upgrades.",3,"Your company consistently captures reasonably granular customer feedback on products and services but some preferential filtering is undertaken to give subjective results. Some action is taken in response to incidents but significant root problems are yet to be addressed. New products are tested with customers, but in a qualitative manner rather than through comprehensive or parallel testing.",4,"Customer insight and testing is common company-wide. Reasonably sophisticated tools are used to support the activity and feedback into product design, marketing campaign and service improvement. Service improvement ideas are dealt with via structured programmes and feedback is responded to in a professional and timely manner. Detailed customer insight is sought when designing new products and servi",5,Gathering and responding to customer insight and testing is recognised as one of the most critical activities of your company. Sophisticated tools are in place to help measure representative customer samples. Parallel testing is used extensively. Your company may have a Chief Customer Officer and a customer advisory board may well be in place. Response to customer insight on both in-life and new pr,6
27,40,Segmentation and Personalisation,1,"Your company treats customers homogenously. There is little variance in product, service, or marketing message.",1,"Your company makes some efforts to divide customers into broad segments, as well as a superficial attempt to adjust marketing messages accordingly. There is no underlying difference in product or service.",2,"Your company utilises a logical approach to segmentation, with sentiment/buying habits differentiated. Some reasonably sophisticated attempts are made to adjust marketing messages and even pricing in line with this differentiation. There is little underlying difference in your products or service wraps.",3,"Your company utilises a sophisticated approach to customer segmentation. Sales, marketing messages, service wraps, and pricing are varied to meeting the differing needs of these segments. There is little underlying difference in the core product.",4,"Your company is organised to service specific customer segments in a customer-centric manner. Sales and marketing teams collaborated closely with product and service to enable significant differences in go-to-market messaging, service wraps, pricing, and product 'shells'.",5,"Your company prides itself in providing a customised service to a granular set of market segments (taking into account both demographics and psychographics). Sales, marketing, product, and service individuals work together in collaborative teams to design and test new products against customer needs. Customer-centricity typically trumps product standardisation.",6
27,40,Metrics and ownership,1,Few individuals outside of your service teams are truly incentivised on customer metrics. Customer metrics have no granularity and are not captured/measured in a scientific or consistent manner. Customer service always plays second fiddle to profit. Your company is considered to provide questionable service and you have a high turn-over of staff working on the 'front-line' with customers.,1,"Your company has basic, high-level customer feedback mechanisms in place e.g. NPS and they are reviewed by leadership. Results are typically skewed by preferential sampling. Few individuals outside of service roles are incentivised on customer metrics.  Staff on the front-line feel un-empowered when customer complaints are raised.",2,A basic customer service metric is included in score-cards across a reasonably broad section of your organisation although the weighting is small. Focus on short-term profit-chasing typically trumps that on long-term customer loyalty. Staff on the front-line feel un-empowered when customer complaints fall outside basic processes.,3,"A number of customer service metrics are captured in a competent tool, and give meaningful feedback to your product development, sales, and service teams. The majority of the organisation are incentivised on at least one of these metrics. Accountability for bespoke investments to allay customer concerns or build customer sentiment resides pretty high in the organisation.",4,Your company has a sophisticated tool for capturing  a granular set of customer metrics and test results. These metrics have a significant enough weighting on score-cards to ensure staff predominantly take a customer-centric approach. A set of delegated authorities enable staff on the front line to take accountability and fix pertinent issues.,5,Everyone in your organisation is incentivised on a granular set of customer-centric metrics in a synched manner. This establishment of customer value is taken into account rather than just anecdotal feedback. Long-term customer loyalty metrics are included. Delegated authorities enable even the most junior staff to be agile int the fixing of customer issues.,6
27,40,Customer journeys,1,"Your company's products and processes are designed to suit your staff and the management of your assets, with little thought to customer requirements. Your organisation as a number of silos. Service problems typically raised by customers rather than your own staff.",1,"You company has made some high level attempts to improve ordering, fulfilment and problem resolving processes such that they better serve customers. Hand-offs between departments remains a significant issue however. There has been no attempt to consider the customer journey end-to-end.",2,"A cross-functional team has looked at improving ordering, fulfilment and problem-resolving processes, and some effort has been made to improve hand-offs. Changes made have been as a result on internal staff's perception of improvement opportunities rather than in close engagement with actual customers.",3,"Basic customer journeys have been designed and hot-spots identified. This has included some limited engagement of customers.  Increased inter-departmental collaboration is slowly improving the internal parts of these journeys, although little improvement has been made on journey steps involving third parties.",4,"Customer journeys are used as a key co-ordinating concept across your whole organisation, and include steps/hand-offs to key partners. Progressive staff in all departments are aligning themselves to a customer-empathetic way of working, although a contingent of the organisation still remains internally focused.",5,Customer journeys are captured in sophisticated tooling and used as the key co-ordinating concept across your whole organisation and its eco-system. They are regularly updated as new segments or insights are identified. Key customer journey metrics are baked in score-cards organisation-wide. Potential problems are picked up and dealt-with pre-emptively.,6
27,40,Lifetime value,1,Your organisation gives very little kudos to customer loyalty and lifetime value. You focus over-whelmingly on short-term profit. No customers perceive you to be a strategic partner.,1,"Maximising profit from customers in the short terms remains your company's priority, even if leaders occasionally espouse a desire for long-term relationships. Whilst a few customer may have taken repeat business with you, this is typically due to status quo bias rather then any differentiating value on your behalf. There is no attempt to invest at risk in the short-term in order to build customer ",2,Your leadership are interested in beginning to balance short-term financial gain with longer-term loyalty. Some concessions are made on key contracts but this is an exception rather than the rule.,3,Your company has recognised mechanisms in place to balance short-term financial gain with mid-term customer loyalty. These are used with a number of key contracts/customers. These customers would describe you as a strategic partner.,4,"There is consistently a healthy debate across the organisation between short-term financial gain and mid-term customer loyalty. A number of loyalty-enhancing mechanism mechanisms are used consistently with customer including discounting, additional staff focus, service-adds. Pre-emptive service improvement initiatives are also regularly justified and funded on the grounds of lifetime value. You are",5,"Development of long-term customer relationships is the key focus of your organisation. Customer life-cycles are widely understood, as are appropriate value-adding activities and investment allowances per life-cycle stage. Quantified weigh-ups between mid/long-term value and short-term profit are a standard part of business. You are willing to risk a reasonable amount of money to build customer loya",6
27,41,"Product reliability, pricing, and convenience",1,Your products are notoriously unreliable and hard to use. Your approach to pricing is predominantly suck-it-and-see rather than based on logic.,1,"Your organisation is attempting to improve product quality through quality management and testing. There is little focus on user experience, however. Pricing is hap-hazard with a number of products perceived to be either excessively expensive and worryingly cheap.",2,"Your company has a reasonably robust product lifecycle management approach although it couldn't be described as agile or flexible. Product requirements, user experience, and pricing are loosely tested with some customers.",3,Your company has a strong product lifecycle management approach and incorporates some input from customers on requirements and user experience. Your products are typically reliable although you are not perceived to be the leader in terms of price or convenience.,4,"The whole company recognises the importance of differentiated products and services. You boast a sophisticated product lifecycle management approach, and your products are perceived to be reliable and reasonably easy to use. Your pricing is flexible and you can, based on logic, adjust it to be competitive as required.",5,"You consistently provide reliable products at competitive price, delivered with minimal difficulty. You lead the industry in terms of price and convenience.",6
27,41,Cost reduction and process optimisation,1,Little or no change has been made to your processes or ways of working recently.,1,"Changes to processes/cost bases in your organisation are only executed in a meaningful way  where a serious customer complaint or cost over-run demands it, rather than as a result of targeted analysis.",2,"Some high level analytical work has identified targeted areas for cost reduction and process optimisation in your organisation. Some easy-to-action responses have been delivered. There has been little consistency or continuity to this work however, and little engagement of the wider work-force on improvement ideas.",3,Detailed analytical work has identified areas for improvement and a culture of continuous improvement is taking hold in some departments. A moderate amount of CapEx investment is spent to take corrective action. Technology is an enabler and a number of systems/platforms have been utilised.,4,"Continuous, analytics-based improvement is in the culture of the organisation. A significant amount of CapEx is invested in improving your processes and cost-base, The indented benefit to your customers in terms of price-reduction and improvement in service is known.",5,"You are indefatigable in minimising overhead costs, eliminating intermediate production steps, reducing transaction and other 'friction' costs, and optimising processes across functional and organisational boundaries. Your customers regularly see improvements in price and service levels as a result.",6
27,41,Information excellence,1,"Your company utilises nothing but the most basic of business metrics to make decisions. This information resides across a multitude of systems, between which serious discrepancies can be found.",1,"Attempts are made to combine key business information into dashboards and repositories to inform decisions. Many of the dashboards are subjective and repositories used inconsistently, however. Data is often re-keyed multiple times, Excel spreadsheets abound, and information management behaviours are highly inconsistent.",2,Some APIs are used to connect disparate pools of data and there is some consistency in data management practices. Information is over-ridingly retrospective. Decision-making is as much a result of gut instinct as informed by potentially available data.,3,"A basic information management architecture is in place, with APIs/feeds between key systems and individuals. The architecture provides some advantage in terms of faster decision-making and continuous improvement. Predictive and primitive action remains a challenge.",4,"A sophisticated information management architecture is in place, reaching across both your organisation and key members of your eco-system. It is supported by strong and consistent information management behaviours across the organisation. AI and sophisticated algorithms help with predictive decisions and opportunities for operational and customer improvements.",5,"Information is the hear-blood of the organisation and its eco-system. You have an extremely sophisticated information management architecture and culture, and utilise it to provide competitive advantage e.g. around risk/exposure management. You are Incredibly efficient at decision-making and are often pre-emptive in your execution.",6
27,41,Automation and augmentation,1,Little technology is used to add value to your operations beyond the most basic ERP and CRM systems.,1,"Some plug-ins to existing ERP/CRM tools are adding a little value, but no strategy for AI/automation has been developed.",2,"A high level AI/automation strategy has been agreed. A few trials have been undertaken with AI, automation, and augmentation software and technology, and some successes had. Wide-scale roll-out is yet to happen, however.",3,"Off-the-shelf AI solutions are adding some value to your business, albeit at a level that is common with your competitors. Initiatives are also underway to automate low value activity but it is by no means wholesale.",4,"Differentiating AI solutions, tuned to your business, are adding value to key processes. Automation has recently removed the need for a significant amount of low value human activity. Augmenting technology is used by a  growing section of the work-force.",5,"Sophisticated AI is used to greatly enhance customer experience, optimise operations and provide competitive advantage. Autonomous and augmenting technology is used throughout operations.",6
27,41,Asset management,1,Your company has indicated little interest in the potential benefits of digital asset management.,1,"Some basic systems are used to track/manage physical assets. Your business occasionally undertakes ad-hoc initiatives aimed at asset optimisation. You have no plan or architecture for digital asset management, however.",2,"A few key leaders understand the benefits of digital asset management and have driven pilots around asset tracking, inventory optimisation and demand/supply optimisation. Few wide-spread benefits have been seen.",3,"High value assets and working materials are typically tracked and optimised in a digital manner. The easiest opportunities for optimising the balance sheet  have been executed e.g. better inventory and supply chain management, and utilisation of PAYG service. A high level digital asset management architecture has been developed.",4,Your company has a documented and well-understood approach to digital asset management. This incorporates physical and virtual assets. You provide granular tracking and management of most key assets and have undertaken significant optimisation of the balance sheet. You have proven your estate to be secure to all standard cyber attacks. Optimisation has predominantly benefited from improved predicti,5,Your company is perceived as world-class in terms of digital asset management. You have rolled out comprehensive IOT capabilities with automated feedback loops. Customers perceive your speed and responsiveness to be a differentiator. Your tooling manages physical and virtual assets in a predictive and pre-emptive manner. Your balance sheet is the envy of your competitors. You have proven your IT es,6
