id,created,createdBy,updated,updatedBy,questionId,answerText,isCorrect,score
298,"2024-08-12T13:10:03.000Z",3931,"2024-08-12T13:10:03.000Z",3931,57,"We have clear guidelines for how and when to conduct data asset valuations.","",5
299,"2024-08-12T13:10:03.000Z",3931,"2024-08-12T13:10:03.000Z",3931,57,"Our data asset valuations are integrated into our budgeting, investment planning, and decision-making processes.","",6
300,"2024-08-12T13:10:03.000Z",3931,"2024-08-12T13:10:03.000Z",3931,58,"Our data governance program has no necessary funding and resources to ensure its long-term success.","",1
301,"2024-08-12T13:10:03.000Z",3931,"2024-08-12T13:10:03.000Z",3931,58,"Our data governance principles and standards are consistently applied across our business processes and systems.","",2
302,"2024-08-12T13:10:03.000Z",3931,"2024-08-12T13:10:03.000Z",3931,58,"Data governance considerations are embedded within our project management methodologies (SDLC, etc.).","",3
303,"2024-08-12T13:10:03.000Z",3931,"2024-08-12T13:10:03.000Z",3931,58,"Responsibility for data quality and compliance is clearly assigned to specific roles within different business units.","",4
304,"2024-08-12T13:10:03.000Z",3931,"2024-08-12T13:10:03.000Z",3931,58,"Our data governance procedures are documented and readily accessible to those responsible for their execution.","",5
305,"2024-08-12T13:10:03.000Z",3931,"2024-08-12T13:10:03.000Z",3931,58,"We track key performance indicators (KPIs) to measure the effectiveness of our data governance practices.","",6
306,"2024-08-12T13:10:03.000Z",3931,"2024-08-12T13:10:03.000Z",3931,59,"There is no existing data architecture practice within our organisation. We lack any of the work streams of data architecture.","",1
307,"2024-08-12T13:10:04.000Z",3931,"2024-08-12T13:10:04.000Z",3931,59,"While we have some data architecture practices in place, such as strategy, they need significant improvement.","",2
308,"2024-08-12T13:10:04.000Z",3931,"2024-08-12T13:10:04.000Z",3931,59,"Our existing data architecture practices have some shortcomings. We need to address specific areas to strengthen our capabilities.","",3
309,"2024-08-12T13:10:04.000Z",3931,"2024-08-12T13:10:04.000Z",3931,59,"The current data architecture practices are reasonably effective. However, there�s room for refinement.","",4
310,"2024-08-12T13:10:04.000Z",3931,"2024-08-12T13:10:04.000Z",3931,59,"Our data architecture practices are well-designed and align with industry standards. They contribute positively to our data management efforts.","",5
311,"2024-08-12T13:10:04.000Z",3931,"2024-08-12T13:10:04.000Z",3931,59,"Our established data architecture practices are excellent. All work streams are working with synergy.","",6
312,"2024-08-12T13:10:04.000Z",3931,"2024-08-12T13:10:04.000Z",3931,60,"There's no formal system documentation process.","",1
313,"2024-08-12T13:10:04.000Z",3931,"2024-08-12T13:10:04.000Z",3931,60,"There's a basic recognition of the importance of documentation, but efforts are inconsistent and scattered.","",2
314,"2024-08-12T13:10:04.000Z",3931,"2024-08-12T13:10:04.000Z",3931,60,"Documentation efforts exist, focusing primarily on capturing essential system information. Centralization might be partially implemented.","",3
315,"2024-08-12T13:10:04.000Z",3931,"2024-08-12T13:10:04.000Z",3931,60,"A defined documentation process is in place. Standards and templates are used to ensure consistency in the level of detail and structure. Updates are included within change management processes.","",4
316,"2024-08-12T13:10:04.000Z",3931,"2024-08-12T13:10:04.000Z",3931,60,"Documentation is a proactive and comprehensive effort. The focus is on creating a highly accurate and detailed system knowledge base that is consistently updated.","",5
317,"2024-08-12T13:10:04.000Z",3931,"2024-08-12T13:10:04.000Z",3931,60,"Documentation is seamless and integrated. Updates occur with minimal manual intervention, potentially automated through system integrations. Documentation becomes a dynamic and actionable tool for operations and troubleshooting.","",6
318,"2024-08-12T13:10:04.000Z",3931,"2024-08-12T13:10:04.000Z",3931,61,"No data architecture roadmap exists. Data management is handled in an entirely ad-hoc and reactive manner.","",1
319,"2024-08-12T13:10:04.000Z",3931,"2024-08-12T13:10:04.000Z",3931,61,"Awareness of the need for a roadmap. There might be fragmented plans for individual projects, but they lack a holistic view of data dependencies and business alignment.","",2
320,"2024-08-12T13:10:04.000Z",3931,"2024-08-12T13:10:04.000Z",3931,61,"Basic roadmap exists, focusing primarily on technical dependencies among systems. Business context is considered but might be loosely defined.","",3
321,"2024-08-12T13:10:04.000Z",3931,"2024-08-12T13:10:04.000Z",3931,61,"Well-structured roadmap with milestones, resource outlines, and basic cost estimates. Business priorities are integrated, and there's a clear understanding of data flow dependencies between business capabilities.","",4
322,"2024-08-12T13:10:04.000Z",3931,"2024-08-12T13:10:04.000Z",3931,61,"Comprehensive and dynamic roadmap that incorporates insights from a formal data management maturity assessment. The roadmap is actively used to guide decision-making, resource allocation, and manage risks.","",5
323,"2024-08-12T13:10:04.000Z",3931,"2024-08-12T13:10:04.000Z",3931,61,"Highly adaptive and proactive roadmap strategy. The roadmap is deeply integrated with the overall enterprise architecture and continuously refined based on real-time business intelligence and data-driven insights. The roadmap becomes a tool for strategic ","",6
324,"2024-08-12T13:10:04.000Z",3931,"2024-08-12T13:10:04.000Z",3931,62,"No integration between data architecture and projects. Data concerns are handled reactively within individual projects, leading to inconsistencies and potential long-term data management issues.","",1
325,"2024-08-12T13:10:04.000Z",3931,"2024-08-12T13:10:04.000Z",3931,62,"Some awareness of the need for data architecture alignment with projects, but the process is ad-hoc and inconsistent. There might be isolated attempts at collaboration but without established methods.","",2
326,"2024-08-12T13:10:04.000Z",3931,"2024-08-12T13:10:04.000Z",3931,62,"Basic framework in place for incorporating data architecture into project planning. There's a focus on defining data requirements and potential dependencies, but integration across the full project lifecycle is limited.","",3
327,"2024-08-12T13:10:04.000Z",3931,"2024-08-12T13:10:04.000Z",3931,62,"Well-defined process for integrating data architecture throughout projects. Data architects collaborate with project teams from requirements gathering through implementation, ensuring alignment with enterprise-level data standards and models.","",4
328,"2024-08-12T13:10:04.000Z",3931,"2024-08-12T13:10:04.000Z",3931,62,"Proactive and collaborative approach to project-level data architecture. Data architects are embedded within project teams, providing continuous guidance on data design, reuse, and integration. Feedback from projects is used to refine the overall Enterpri","",5
329,"2024-08-12T13:10:04.000Z",3931,"2024-08-12T13:10:04.000Z",3931,62,"Highly adaptive and seamless integration of data architecture into project lifecycles. Agile methodologies are embraced, enabling data architecture considerations to be iterative and responsive to changing requirements. There's a strong focus on knowledge","",6
330,"2024-08-12T13:10:04.000Z",3931,"2024-08-12T13:10:04.000Z",3931,63,"No integration exists. Data architecture is treated as a purely technical concern, addressed only within individual projects in a reactive manner.","",1
331,"2024-08-12T13:10:04.000Z",3931,"2024-08-12T13:10:04.000Z",3931,63,"Basic awareness of the need for alignment, but the execution is fragmented and inconsistent. Some data architecture considerations might influence project decisions on an ad-hoc basis.","",2
332,"2024-08-12T13:10:04.000Z",3931,"2024-08-12T13:10:04.000Z",3931,63,"Establishment of basic processes to consider data architecture during project portfolio planning. Data architects provide input into project prioritization based on data dependencies and roadmap needs.","",3
333,"2024-08-12T13:10:04.000Z",3931,"2024-08-12T13:10:04.000Z",3931,63,"Well-defined integration between data architecture, project portfolio management, and application planning. Data architecture roadmaps inform project selection, and potential data-related risks/opportunities are factored into decision-making processes.","",4
334,"2024-08-12T13:10:04.000Z",3931,"2024-08-12T13:10:04.000Z",3931,63,"Proactive and strategic alignment. Data architecture plays a central role in driving project portfolio decisions and shaping the enterprise application landscape. There's a focus on identifying opportunities for data-driven innovation within the project p","",5
335,"2024-08-12T13:10:04.000Z",3931,"2024-08-12T13:10:04.000Z",3931,63,"Data architecture becomes a driver of transformation and optimization. Insights from data architecture drive agile adjustments to the project portfolio and application landscape, enabling the organization to quickly adapt to emerging trends and business n","",6
336,"2024-08-12T13:10:05.000Z",3931,"2024-08-12T13:10:05.000Z",3931,64,"No formal data modeling process. Data models are created in an ad-hoc manner, potentially without regard to standards or broader organizational needs.","",1
337,"2024-08-12T13:10:06.000Z",3931,"2024-08-12T13:10:06.000Z",3931,64,"Basic awareness of the need for data modeling plans. Plans might be rudimentary or inconsistent and focus primarily on the diagrammatic output of the modeling process.","",2
338,"2024-08-12T13:10:06.000Z",3931,"2024-08-12T13:10:06.000Z",3931,64,"Structured data modeling plans exist. Plans include requirements gathering, consideration of standards, and outline the necessary deliverables (diagrams, definitions).","",3
339,"2024-08-12T13:10:06.000Z",3931,"2024-08-12T13:10:06.000Z",3931,64,"Well-defined and comprehensive data modeling process. Plans consider the full lifecycle of data models, including storage, maintenance, and lineage tracking. There's an emphasis on collaboration with stakeholders to ensure alignment with requirements.","",4
340,"2024-08-12T13:10:06.000Z",3931,"2024-08-12T13:10:06.000Z",3931,64,"Proactive and integrated data modeling process. Modeling plans are dynamic and adaptable, incorporating insights from past projects and aligning with the overall data governance strategy.","",5
341,"2024-08-12T13:10:06.000Z",3931,"2024-08-12T13:10:06.000Z",3931,64,"Data modeling becomes a strategic asset. Plans incorporate change management strategies, treat data models as critical knowledge assets, and potentially include plans for model automation or integration with other data management tools.","",6
342,"2024-08-12T13:10:06.000Z",3931,"2024-08-12T13:10:06.000Z",3931,65,"No use of existing resources during data modeling. Models are developed in isolation, potentially leading to duplication of effort or inconsistencies.","",1
343,"2024-08-12T13:10:06.000Z",3931,"2024-08-12T13:10:06.000Z",3931,65,"Sporadic and informal use of existing resources. Modelers might consult previous models or standards on an ad-hoc basis, lacking a structured approach.","",2
344,"2024-08-12T13:10:06.000Z",3931,"2024-08-12T13:10:06.000Z",3931,65,"Basic process exists for leveraging existing resources. There's awareness of the importance of past models, standards, and requirements documentation, but their application is not consistent.","",3
345,"2024-08-12T13:10:06.000Z",3931,"2024-08-12T13:10:06.000Z",3931,65,"Well-defined process for integrating existing resources into the modeling process. Modelers actively reference previous models, published standards, and requirements to inform their work.","",4
346,"2024-08-12T13:10:06.000Z",3931,"2024-08-12T13:10:06.000Z",3931,65,"Proactive and collaborative approach to model building. Modelers work closely with business professionals and analysts to identify relevant resources, interpret standards, and refine models based on feedback. There's a strong emphasis on knowledge sharing","",5
347,"2024-08-12T13:10:06.000Z",3931,"2024-08-12T13:10:06.000Z",3931,65,"Highly efficient and adaptive modeling process. A centralized repository of models, standards, and knowledge assets facilitates seamless reuse and ensures consistency. There's an emphasis on continuous improvement of the resource library and the data mode","",6
348,"2024-08-12T13:10:06.000Z",3931,"2024-08-12T13:10:06.000Z",3931,66,"No established process for data model quality control. Models might be created without any validation or review steps.","",1
349,"2024-08-12T13:10:06.000Z",3931,"2024-08-12T13:10:06.000Z",3931,66,"Basic awareness of the need for quality control. Informal or ad-hoc checks might be performed before models are deployed.","",2
350,"2024-08-12T13:10:06.000Z",3931,"2024-08-12T13:10:06.000Z",3931,66,"Structured quality control checks are in place. There is a basic review process focusing on correctness and potential inconsistencies within the models.","",3
351,"2024-08-12T13:10:06.000Z",3931,"2024-08-12T13:10:06.000Z",3931,66,"Well-defined quality control process with clear criteria. Reviews cover correctness, completeness, and adherence to standards. Metrics may be used to track model quality over time.","",4
352,"2024-08-12T13:10:06.000Z",3931,"2024-08-12T13:10:06.000Z",3931,66,"Proactive and integrated quality control approach. QC is considered throughout the modeling process. There's an emphasis on collaboration between modelers, developers, and business stakeholders to ensure continuous validation. Formal metrics, like the Dat","",5
353,"2024-08-12T13:10:06.000Z",3931,"2024-08-12T13:10:06.000Z",3931,66,"Data model quality control is a driver of innovation. Advanced techniques, such as automated validation tools or integration with data quality monitoring, are employed. Feedback from QC is used to continuously improve modeling standards, tools, and the ov","",6
354,"2024-08-12T13:10:06.000Z",3931,"2024-08-12T13:10:06.000Z",3931,67,"No process for updating data models. Models become outdated quickly, leading to inconsistencies and potential problems downstream.","",1
355,"2024-08-12T13:10:06.000Z",3931,"2024-08-12T13:10:06.000Z",3931,67,"Awareness of the need to update models, but changes are made in a reactive and ad-hoc manner, potentially leading to gaps or errors.","",2
356,"2024-08-12T13:10:06.000Z",3931,"2024-08-12T13:10:06.000Z",3931,67,"Basic process exists for managing updates to data models. Changes are typically triggered by specific project requests or reported issues.","",3
357,"2024-08-12T13:10:06.000Z",3931,"2024-08-12T13:10:06.000Z",3931,67,"Well-defined process for model maintenance. Regular reviews are conducted to assess models against evolving business requirements and processes.","",4
358,"2024-08-12T13:10:06.000Z",3931,"2024-08-12T13:10:06.000Z",3931,67,"Proactive and continuous model maintenance. Change management processes are integrated with data modeling, ensuring that updates are triggered by business process changes and system updates. Tooling may be used to support model comparisons and identify di","",5
359,"2024-08-12T13:10:06.000Z",3931,"2024-08-12T13:10:06.000Z",3931,67,"Highly adaptive and automated model maintenance. Advanced tooling and processes might include semi-automated updates or synchronization between different levels of data models. There's a strong emphasis on traceability from requirements changes to model u","",6
360,"2024-08-12T13:10:06.000Z",3931,"2024-08-12T13:10:06.000Z",3931,68,"No formal approach to database management. Focus is on purely technical aspects with ad-hoc responses to issues and requests.","",1
361,"2024-08-12T13:10:06.000Z",3931,"2024-08-12T13:10:06.000Z",3931,68,"Basic awareness of the need for structured database management. There might be informal attempts to adopt some ITIL concepts without a clear overarching framework.","",2
362,"2024-08-12T13:10:06.000Z",3931,"2024-08-12T13:10:06.000Z",3931,68,"Adoption of core ITIL principles in database management. Focus on incident management, basic service request processes, and change management.","",3
