id,created,createdBy,updated,updatedBy,questionText,questionType,categoryId,answersCount,responseType,isRequired,subCategoryId,categoryName,subCategoryName
62,"2024-08-12T13:10:04.000Z",3931,"2024-08-12T13:10:04.000Z",3931,"Manage Enterprise Requirements within Projects","Single Choice",39,6,"",1,62,"Data Architecture","Data Architecture"
63,"2024-08-12T13:10:04.000Z",3931,"2024-08-12T13:10:04.000Z",3931,"Integrate with Enterprise Architecture","Single Choice",39,6,"",1,62,"Data Architecture","Data Architecture"
64,"2024-08-12T13:10:05.000Z",3931,"2024-08-12T13:10:05.000Z",3931,"Plan for Data Modeling","Single Choice",40,6,"",1,63,"Data Modeling and Design","Data Modeling and Design"
65,"2024-08-12T13:10:06.000Z",3931,"2024-08-12T13:10:06.000Z",3931,"Build the Data Model","Single Choice",40,6,"",1,63,"Data Modeling and Design","Data Modeling and Design"
66,"2024-08-12T13:10:06.000Z",3931,"2024-08-12T13:10:06.000Z",3931,"Review the Data Models","Single Choice",40,6,"",1,63,"Data Modeling and Design","Data Modeling and Design"
67,"2024-08-12T13:10:06.000Z",3931,"2024-08-12T13:10:06.000Z",3931,"Maintain the Data Models","Single Choice",40,6,"",1,63,"Data Modeling and Design","Data Modeling and Design"
68,"2024-08-12T13:10:06.000Z",3931,"2024-08-12T13:10:06.000Z",3931,"Manage Database Technology","Single Choice",41,6,"",1,64,"Data Storage and Operations","Data Storage and Operations"
69,"2024-08-12T13:10:06.000Z",3931,"2024-08-12T13:10:06.000Z",3931,"Manage Databases","Single Choice",41,6,"",1,64,"Data Storage and Operations","Data Storage and Operations"
70,"2024-08-12T13:10:06.000Z",3931,"2024-08-12T13:10:06.000Z",3931,"Identify Data Security Requirements","Single Choice",42,6,"",1,65,"Data Security","Data Security"
71,"2024-08-12T13:10:07.000Z",3931,"2024-08-12T13:10:07.000Z",3931,"Define Data Security Policy","Single Choice",42,6,"",1,65,"Data Security","Data Security"
72,"2024-08-12T13:10:07.000Z",3931,"2024-08-12T13:10:07.000Z",3931,"Define Data Security Standards","Single Choice",42,6,"",1,65,"Data Security","Data Security"
73,"2024-08-12T13:10:07.000Z",3931,"2024-08-12T13:10:07.000Z",3931,"Plan and Analyze Data Integration","Single Choice",43,6,"",1,66,"Data Integration and Interoperability","Data Integration and Interoperability"
74,"2024-08-12T13:10:07.000Z",3931,"2024-08-12T13:10:07.000Z",3931,"Design Data Integration Solutions","Single Choice",43,6,"",1,66,"Data Integration and Interoperability","Data Integration and Interoperability"
75,"2024-08-12T13:10:07.000Z",3931,"2024-08-12T13:10:07.000Z",3931,"Develop Data Integration Solutions","Single Choice",43,6,"",1,66,"Data Integration and Interoperability","Data Integration and Interoperability"
76,"2024-08-12T13:10:08.000Z",3931,"2024-08-12T13:10:08.000Z",3931,"Implement and Monitor Data Integration","Single Choice",43,6,"",1,66,"Data Integration and Interoperability","Data Integration and Interoperability"
77,"2024-08-12T13:10:08.000Z",3931,"2024-08-12T13:10:08.000Z",3931,"Plan for Lifecycle Management","Single Choice",44,6,"",1,67,"Document & Content Management","Document & Content Management"
78,"2024-08-12T13:10:08.000Z",3931,"2024-08-12T13:10:08.000Z",3931,"Manage the Lifecycle","Single Choice",44,6,"",1,67,"Document & Content Management","Document & Content Management"
79,"2024-08-12T13:10:08.000Z",3931,"2024-08-12T13:10:08.000Z",3931,"Publish and Deliver Content","Single Choice",44,6,"",1,67,"Document & Content Management","Document & Content Management"
80,"2024-08-12T13:10:08.000Z",3931,"2024-08-12T13:10:08.000Z",3931,"MDM Activities","Single Choice",45,6,"",1,68,"Reference & Master Data Management","Reference & Master Data Management"
81,"2024-08-12T13:10:08.000Z",3931,"2024-08-12T13:10:08.000Z",3931,"Reference Data Activities","Single Choice",45,6,"",1,68,"Reference & Master Data Management","Reference & Master Data Management"
82,"2024-08-12T13:10:09.000Z",3931,"2024-08-12T13:10:09.000Z",3931,"Understand Requirements","Single Choice",46,6,"",1,69,"Data Warehousing & Business Intelligence","Data Warehousing & Business Intelligence"
83,"2024-08-12T13:10:09.000Z",3931,"2024-08-12T13:10:09.000Z",3931,"Define and Maintain the DW/BI Architecture","Single Choice",46,6,"",1,69,"Data Warehousing & Business Intelligence","Data Warehousing & Business Intelligence"
84,"2024-08-12T13:10:09.000Z",3931,"2024-08-12T13:10:09.000Z",3931,"Develop the Data Warehouse and Data Marts","Single Choice",46,6,"",1,69,"Data Warehousing & Business Intelligence","Data Warehousing & Business Intelligence"
85,"2024-08-12T13:10:09.000Z",3931,"2024-08-12T13:10:09.000Z",3931,"Populate the Data Warehouse","Single Choice",46,6,"",1,69,"Data Warehousing & Business Intelligence","Data Warehousing & Business Intelligence"
86,"2024-08-12T13:10:10.000Z",3931,"2024-08-12T13:10:10.000Z",3931,"Implement the Business Intelligence Portfolio","Single Choice",46,6,"",1,69,"Data Warehousing & Business Intelligence","Data Warehousing & Business Intelligence"
87,"2024-08-12T13:10:10.000Z",3931,"2024-08-12T13:10:10.000Z",3931,"Maintain Data Products","Single Choice",46,6,"",1,69,"Data Warehousing & Business Intelligence","Data Warehousing & Business Intelligence"
88,"2024-08-12T13:10:10.000Z",3931,"2024-08-12T13:10:10.000Z",3931,"Define Metadata Strategy","Single Choice",47,6,"",1,70,"Metadata Management","Metadata Management"
89,"2024-08-12T13:10:10.000Z",3931,"2024-08-12T13:10:10.000Z",3931,"Understand Metadata Requirements","Single Choice",47,6,"",1,70,"Metadata Management","Metadata Management"
90,"2024-08-12T13:10:10.000Z",3931,"2024-08-12T13:10:10.000Z",3931,"Define Metadata Architecture","Single Choice",47,6,"",1,70,"Metadata Management","Metadata Management"
91,"2024-08-12T13:10:11.000Z",3931,"2024-08-12T13:10:11.000Z",3931,"Create and Maintain Metadata","Single Choice",47,6,"",1,70,"Metadata Management","Metadata Management"
92,"2024-08-12T13:10:12.000Z",3931,"2024-08-12T13:10:12.000Z",3931,"Query, Report, and Analyze Metadata","Single Choice",47,6,"",1,70,"Metadata Management","Metadata Management"
93,"2024-08-12T13:10:12.000Z",3931,"2024-08-12T13:10:12.000Z",3931,"Define High Quality Data","Single Choice",48,6,"",1,71,"Data Quality","Data Quality"
94,"2024-08-12T13:10:12.000Z",3931,"2024-08-12T13:10:12.000Z",3931,"Define a Data Quality Strategy","Single Choice",48,6,"",1,71,"Data Quality","Data Quality"
95,"2024-08-12T13:10:13.000Z",3931,"2024-08-12T13:10:13.000Z",3931,"Identify Critical Data and Business Rules","Single Choice",48,6,"",1,71,"Data Quality","Data Quality"
96,"2024-08-12T13:10:13.000Z",3931,"2024-08-12T13:10:13.000Z",3931,"Perform an Initial Data Quality Assessment","Single Choice",48,6,"",1,71,"Data Quality","Data Quality"
97,"2024-08-12T13:10:13.000Z",3931,"2024-08-12T13:10:13.000Z",3931,"Identify and Prioritize Potential Improvements","Single Choice",48,6,"",1,71,"Data Quality","Data Quality"
98,"2024-08-12T13:10:13.000Z",3931,"2024-08-12T13:10:13.000Z",3931,"Define Goals for Data Quality Improvement","Single Choice",48,6,"",1,71,"Data Quality","Data Quality"
99,"2024-08-12T13:10:13.000Z",3931,"2024-08-12T13:10:13.000Z",3931,"Develop and Deploy Data Quality Operations","Single Choice",48,6,"",1,71,"Data Quality","Data Quality"
100,"2024-08-12T13:19:44.000Z",3931,"2024-08-12T13:19:44.000Z",3931,"Leadership (Thinking of senior leadership in your company, which of the following statements best describes their behaviour when it comes to digital transformation in the company?)","Single Choice",25,6,"",1,36,"Core assets","Strategic intent"
101,"2024-08-12T13:19:45.000Z",3931,"2024-08-12T13:19:45.000Z",3931,"Risk appetite","Single Choice",25,6,"",1,36,"Core assets","Strategic intent"
102,"2024-08-12T13:19:45.000Z",3931,"2024-08-12T13:19:45.000Z",3931,"Eco-system","Single Choice",25,6,"",1,36,"Core assets","Strategic intent"
103,"2024-08-12T13:19:45.000Z",3931,"2024-08-12T13:19:45.000Z",3931,"Collaboration","Single Choice",25,6,"",1,36,"Core assets","Strategic intent"
104,"2024-08-12T13:19:46.000Z",3931,"2024-08-12T13:19:46.000Z",3931,"Agility","Single Choice",25,6,"",1,36,"Core assets","Strategic intent"
105,"2024-08-12T13:19:46.000Z",3931,"2024-08-12T13:19:46.000Z",3931,"Technology as a multiplier","Single Choice",25,6,"",1,37,"Core assets","Technology"
106,"2024-08-12T13:19:46.000Z",3931,"2024-08-12T13:19:46.000Z",3931,"Data and APIs","Single Choice",25,6,"",1,37,"Core assets","Technology"
107,"2024-08-12T13:19:46.000Z",3931,"2024-08-12T13:19:46.000Z",3931,"AI/ML/automation","Single Choice",25,6,"",1,37,"Core assets","Technology"
108,"2024-08-12T13:19:47.000Z",3931,"2024-08-12T13:19:47.000Z",3931,"Connectivity and IOT","Single Choice",25,6,"",1,37,"Core assets","Technology"
109,"2024-08-12T13:19:47.000Z",3931,"2024-08-12T13:19:47.000Z",3931,"Security","Single Choice",25,6,"",1,37,"Core assets","Technology"
110,"2024-08-12T13:19:47.000Z",3931,"2024-08-12T13:19:47.000Z",3931,"Culture","Single Choice",25,6,"",1,38,"Core assets","Human"
111,"2024-08-12T13:19:48.000Z",3931,"2024-08-12T13:19:48.000Z",3931,"Work-force planning","Single Choice",25,6,"",1,38,"Core assets","Human"
112,"2024-08-12T13:19:48.000Z",3931,"2024-08-12T13:19:48.000Z",3931,"Capability development","Single Choice",25,6,"",1,38,"Core assets","Human"
113,"2024-08-12T13:19:49.000Z",3931,"2024-08-12T13:19:49.000Z",3931,"Collaboration","Single Choice",25,6,"",1,38,"Core assets","Human"
114,"2024-08-12T13:19:49.000Z",3931,"2024-08-12T13:19:49.000Z",3931,"Work composition","Single Choice",25,6,"",1,38,"Core assets","Human"
115,"2024-08-12T13:19:49.000Z",3931,"2024-08-12T13:19:49.000Z",3931,"Insight and testing","Single Choice",27,6,"",1,40,"Digital capabilities","Customer intimacy"
116,"2024-08-12T13:19:49.000Z",3931,"2024-08-12T13:19:49.000Z",3931,"Segmentation and Personalisation","Single Choice",27,6,"",1,40,"Digital capabilities","Customer intimacy"
117,"2024-08-12T13:19:49.000Z",3931,"2024-08-12T13:19:49.000Z",3931,"Metrics and ownership","Single Choice",27,6,"",1,40,"Digital capabilities","Customer intimacy"
118,"2024-08-12T13:19:49.000Z",3931,"2024-08-12T13:19:49.000Z",3931,"Customer journeys","Single Choice",27,6,"",1,40,"Digital capabilities","Customer intimacy"
119,"2024-08-12T13:19:50.000Z",3931,"2024-08-12T13:19:50.000Z",3931,"Lifetime value","Single Choice",27,6,"",1,40,"Digital capabilities","Customer intimacy"
120,"2024-08-12T13:19:50.000Z",3931,"2024-08-12T13:19:50.000Z",3931,"Product reliability, pricing, and convenience","Single Choice",27,6,"",1,41,"Digital capabilities","Operational and informational excellence"
121,"2024-08-12T13:19:50.000Z",3931,"2024-08-12T13:19:50.000Z",3931,"Cost reduction and process optimisation","Single Choice",27,6,"",1,41,"Digital capabilities","Operational and informational excellence"
122,"2024-08-12T13:19:50.000Z",3931,"2024-08-12T13:19:50.000Z",3931,"Information excellence","Single Choice",27,6,"",1,41,"Digital capabilities","Operational and informational excellence"
123,"2024-08-12T13:19:50.000Z",3931,"2024-08-12T13:19:50.000Z",3931,"Automation and augmentation","Single Choice",27,6,"",1,41,"Digital capabilities","Operational and informational excellence"
124,"2024-08-12T13:19:51.000Z",3931,"2024-08-12T13:19:51.000Z",3931,"Asset management","Single Choice",27,6,"",1,41,"Digital capabilities","Operational and informational excellence"
125,"2024-08-12T13:19:51.000Z",3931,"2024-08-12T13:19:51.000Z",3931,"Differentiation","Single Choice",27,6,"",1,43,"Digital capabilities","Product and solution leadership"
126,"2024-08-12T13:19:51.000Z",3931,"2024-08-12T13:19:51.000Z",3931,"Ideation","Single Choice",27,6,"",1,43,"Digital capabilities","Product and solution leadership"
127,"2024-08-12T13:19:51.000Z",3931,"2024-08-12T13:19:51.000Z",3931,"Development","Single Choice",27,6,"",1,43,"Digital capabilities","Product and solution leadership"
128,"2024-08-12T13:19:51.000Z",3931,"2024-08-12T13:19:51.000Z",3931,"Testing","Single Choice",27,6,"",1,43,"Digital capabilities","Product and solution leadership"
129,"2024-08-12T13:19:51.000Z",3931,"2024-08-12T13:19:51.000Z",3931,"Customer education","Single Choice",27,6,"",1,43,"Digital capabilities","Product and solution leadership"
130,"2024-08-12T13:24:03.000Z",3931,"2024-08-12T13:24:03.000Z",3931,"In your organization, do employees trust the quality of data to make decisions?","Single Choice",24,6,"",1,35,"Data Quality","Data Quality"
131,"2024-08-12T13:24:04.000Z",3931,"2024-08-12T13:24:04.000Z",3931,"In your organization, are there quality metrics defined for your data and are they approved by a Data Governance Board?","Single Choice",24,6,"",1,35,"Data Quality","Data Quality"
132,"2024-08-12T13:24:05.000Z",3931,"2024-08-12T13:24:05.000Z",3931,"In your organization, are data quality issues documented?","Single Choice",24,6,"",1,35,"Data Quality","Data Quality"
133,"2024-08-12T13:24:05.000Z",3931,"2024-08-12T13:24:05.000Z",3931,"In your organization, is there a clear agreement between technical and business domains on managing data quality issues?","Single Choice",24,6,"",1,35,"Data Quality","Data Quality"
134,"2024-08-12T13:24:06.000Z",3931,"2024-08-12T13:24:06.000Z",3931,"In your organization, is there a process for managing data quality issues?","Single Choice",24,6,"",1,35,"Data Quality","Data Quality"
135,"2024-08-12T13:24:06.000Z",3931,"2024-08-12T13:24:06.000Z",3931,"In your organization, how often are data quality metrics used by the technical domains?","Single Choice",24,6,"",1,35,"Data Quality","Data Quality"
136,"2024-08-12T13:24:06.000Z",3931,"2024-08-12T13:24:06.000Z",3931,"In your organization, how often are data quality metrics used by the business domains?","Single Choice",24,6,"",1,35,"Data Quality","Data Quality"
137,"2024-08-12T13:24:06.000Z",3931,"2024-08-12T13:24:06.000Z",3931,"In your organization, is there a process to take corrective action and/or improve data quality metrics based on feedback from the business or the Data Governance Board?","Single Choice",24,6,"",1,35,"Data Quality","Data Quality"
138,"2024-08-12T13:24:06.000Z",3931,"2024-08-12T13:24:06.000Z",3931,"How does your organization ensure the accuracy, completeness, and reliability of its data?","Single Choice",24,6,"",1,35,"Data Quality","Data Quality"
139,"2024-08-12T13:24:06.000Z",3931,"2024-08-12T13:24:06.000Z",3931,"How confident are you that your answers for this section are correct and offer a fair and balanced view?","Single Choice",24,6,"",1,35,"Data Quality","Data Quality"
140,"2024-08-13T12:48:22.000Z",3931,"2024-08-13T12:48:22.000Z",3931,"Inputs into the change management process are defined (may include a business case, charter, scope, or plan).","Single Choice",30,3,"",1,45,"Success","Success"
141,"2024-08-13T12:48:23.000Z",3931,"2024-08-13T12:48:23.000Z",3931,"Organizational benefits are fully defined (what the organization gains).","Single Choice",30,3,"",1,45,"Success","Success"
142,"2024-08-13T12:48:23.000Z",3931,"2024-08-13T12:48:23.000Z",3931,"Project objectives are fully defined (what the project achieves).","Single Choice",30,3,"",1,45,"Success","Success"
143,"2024-08-13T12:48:23.000Z",3931,"2024-08-13T12:48:23.000Z",3931,"Adoption and usage objectives are fully defined.","Single Choice",30,3,"",1,45,"Success","Success"
144,"2024-08-13T12:48:23.000Z",3931,"2024-08-13T12:48:23.000Z",3931,"Units of measure for benefits and objectives are established.","Single Choice",30,3,"",1,45,"Success","Success"
145,"2024-08-13T12:48:23.000Z",3931,"2024-08-13T12:48:23.000Z",3931,"Benefits and objectives are prioritized.","Single Choice",30,3,"",1,45,"Success","Success"
146,"2024-08-13T12:48:23.000Z",3931,"2024-08-13T12:48:23.000Z",3931,"Benefit and objective ownership is designated.","Single Choice",30,3,"",1,45,"Success","Success"
147,"2024-08-13T12:48:23.000Z",3931,"2024-08-13T12:48:23.000Z",3931,"People dependency of benefits and objectives is evaluated.","Single Choice",30,3,"",1,45,"Success","Success"
148,"2024-08-13T12:48:23.000Z",3931,"2024-08-13T12:48:23.000Z",3931,"The definition of success is clear and ready to be communicated.","Single Choice",30,3,"",1,45,"Success","Success"
149,"2024-08-13T12:48:23.000Z",3931,"2024-08-13T12:48:23.000Z",3931,"The sponsorship coalition is aligned to a common definition of success.","Single Choice",30,3,"",1,45,"Success","Success"
150,"2024-08-13T12:48:24.000Z",3931,"2024-08-13T12:48:24.000Z",3931,"The change has a primary sponsor with the necessary authority over the people, processes and systems to authorize and fund the change.","Single Choice",32,3,"",1,47,"Leadership/Sponsorship","Leadership/Sponsorship"
151,"2024-08-13T12:48:24.000Z",3931,"2024-08-13T12:48:24.000Z",3931,"The primary sponsor can clearly explain the nature of the change, the reason for the change, and the benefits for the organization.","Single Choice",32,3,"",1,47,"Leadership/Sponsorship","Leadership/Sponsorship"
152,"2024-08-13T12:48:24.000Z",3931,"2024-08-13T12:48:24.000Z",3931,"The organization has a clearly defined vision and strategy.","Single Choice",32,3,"",1,47,"Leadership/Sponsorship","Leadership/Sponsorship"
153,"2024-08-13T12:48:24.000Z",3931,"2024-08-13T12:48:24.000Z",3931,"The change is aligned with the strategy and vision for the organization.","Single Choice",32,3,"",1,47,"Leadership/Sponsorship","Leadership/Sponsorship"
154,"2024-08-13T12:48:24.000Z",3931,"2024-08-13T12:48:24.000Z",3931,"Priorities are set and communicated regarding the change and other competing priorities.","Single Choice",32,3,"",1,47,"Leadership/Sponsorship","Leadership/Sponsorship"
155,"2024-08-13T12:48:24.000Z",3931,"2024-08-13T12:48:24.000Z",3931,"The primary sponsor is resolving issues and making decisions related to the project schedule, scope and resources.","Single Choice",32,3,"",1,47,"Leadership/Sponsorship","Leadership/Sponsorship"
156,"2024-08-13T12:48:24.000Z",3931,"2024-08-13T12:48:24.000Z",3931,"The primary sponsor is actively and visibly participating throughout the lifecycle of the change.","Single Choice",32,3,"",1,47,"Leadership/Sponsorship","Leadership/Sponsorship"
157,"2024-08-13T12:48:24.000Z",3931,"2024-08-13T12:48:24.000Z",3931,"The primary sponsor is encouraging senior leaders to participate in and support the change by building a sponsor coalition.","Single Choice",32,3,"",1,47,"Leadership/Sponsorship","Leadership/Sponsorship"
158,"2024-08-13T12:48:24.000Z",3931,"2024-08-13T12:48:24.000Z",3931,"The primary sponsor is building awareness of the need for the change directly with employees.","Single Choice",32,3,"",1,47,"Leadership/Sponsorship","Leadership/Sponsorship"
159,"2024-08-13T12:48:24.000Z",3931,"2024-08-13T12:48:24.000Z",3931,"The primary sponsor is visibly reinforcing the change by celebrating successes and addressing resistance.","Single Choice",32,3,"",1,47,"Leadership/Sponsorship","Leadership/Sponsorship"
160,"2024-08-13T12:48:24.000Z",3931,"2024-08-13T12:48:24.000Z",3931,"The nature of the change is clearly defined including who is impacted and how.","Single Choice",33,3,"",1,48,"Project Management","Project Management"
161,"2024-08-13T12:48:24.000Z",3931,"2024-08-13T12:48:24.000Z",3931,"The project has specific objectives.","Single Choice",33,3,"",1,48,"Project Management","Project Management"
162,"2024-08-13T12:48:25.000Z",3931,"2024-08-13T12:48:25.000Z",3931,"The project has a clearly defined scope.","Single Choice",33,3,"",1,48,"Project Management","Project Management"
163,"2024-08-13T12:48:25.000Z",3931,"2024-08-13T12:48:25.000Z",3931,"The project has a project manager assigned to manage the project lifecycle.","Single Choice",33,3,"",1,48,"Project Management","Project Management"
164,"2024-08-13T12:48:25.000Z",3931,"2024-08-13T12:48:25.000Z",3931,"Project milestones are identified and a project schedule is complete.","Single Choice",33,3,"",1,48,"Project Management","Project Management"
165,"2024-08-13T12:48:25.000Z",3931,"2024-08-13T12:48:25.000Z",3931,"A work breakdown structure with deliverables is complete.","Single Choice",33,3,"",1,48,"Project Management","Project Management"
166,"2024-08-13T12:48:25.000Z",3931,"2024-08-13T12:48:25.000Z",3931,"Resources for the project are identified and acquired.","Single Choice",33,3,"",1,48,"Project Management","Project Management"
167,"2024-08-13T12:48:25.000Z",3931,"2024-08-13T12:48:25.000Z",3931,"Periodic meetings are scheduled with the project team and key stakeholders to track progress and resolve issues.","Single Choice",33,3,"",1,48,"Project Management","Project Management"
168,"2024-08-13T12:48:25.000Z",3931,"2024-08-13T12:48:25.000Z",3931,"The project manager understands the value of change management in ensuring the change will be adopted and used.","Single Choice",33,3,"",1,48,"Project Management","Project Management"
169,"2024-08-13T12:48:25.000Z",3931,"2024-08-13T12:48:25.000Z",3931,"The Change Management Plan is integrated with the Project Management Plan.","Single Choice",33,3,"",1,48,"Project Management","Project Management"
170,"2024-08-13T12:48:25.000Z",3931,"2024-08-13T12:48:25.000Z",3931,"The change is applying a structured change management approach to deliver the benefits to the organization.","Single Choice",7,3,"",1,6,"Change Management","Change Management "
171,"2024-08-13T12:48:25.000Z",3931,"2024-08-13T12:48:25.000Z",3931,"An assessment of the change and its impact on individuals and the organization is complete.","Single Choice",7,3,"",1,6,"Change Management","Change Management "
172,"2024-08-13T12:48:26.000Z",3931,"2024-08-13T12:48:26.000Z",3931,"An assessment of the change risk is complete.","Single Choice",7,3,"",1,6,"Change Management","Change Management "
173,"2024-08-13T12:48:26.000Z",3931,"2024-08-13T12:48:26.000Z",3931,"The change has specific adoption and usage objectives.","Single Choice",7,3,"",1,6,"Change Management","Change Management "
174,"2024-08-13T12:48:26.000Z",3931,"2024-08-13T12:48:26.000Z",3931,"An assessment of the strength of the sponsor coalition is complete.","Single Choice",7,3,"",1,6,"Change Management","Change Management "
175,"2024-08-13T12:48:26.000Z",3931,"2024-08-13T12:48:26.000Z",3931,"A customized and scaled change management strategy with the necessary sponsorship commitment is complete.","Single Choice",7,3,"",1,6,"Change Management","Change Management "
176,"2024-08-13T12:48:26.000Z",3931,"2024-08-13T12:48:26.000Z",3931,"The resources required to execute the change strategy and plans are identified, acquired and prepared.","Single Choice",7,3,"",1,6,"Change Management","Change Management "
177,"2024-08-13T12:48:26.000Z",3931,"2024-08-13T12:48:26.000Z",3931,"Change management plans that will mitigate resistance and achieve adoption and usage are complete and are being implemented.","Single Choice",7,3,"",1,6,"Change Management","Change Management "
178,"2024-08-13T12:48:26.000Z",3931,"2024-08-13T12:48:26.000Z",3931,"The effectiveness of change management is being monitored and adaptive actions are being taken if required to achieve adoption and usage.","Single Choice",7,3,"",1,6,"Change Management","Change Management "
179,"2024-08-13T12:48:26.000Z",3931,"2024-08-13T12:48:26.000Z",3931,"The organization is prepared to own and sustain the change.","Single Choice",7,3,"",1,6,"Change Management","Change Management "
180,"2024-08-13T12:50:50.000Z",3931,"2024-08-13T12:50:50.000Z",3931,"Has your organization established a detailed inventory of enterprise assets?","Single Choice",10,2,"",1,10,"Devices","Devices"
181,"2024-08-13T12:50:50.000Z",3931,"2024-08-13T12:50:50.000Z",3931,"Does your organization implement and manage firewalls on servers to control incoming and outgoing traffic?","Single Choice",10,2,"",1,10,"Devices","Devices"
182,"2024-08-13T12:50:50.000Z",3931,"2024-08-13T12:50:50.000Z",3931,"Are firewalls implemented and managed on end-user devices to protect against unauthorized access?","Single Choice",10,2,"",1,10,"Devices","Devices"
183,"2024-08-13T12:50:50.000Z",3931,"2024-08-13T12:50:50.000Z",3931,"Does your organization deploy and maintain anti-malware software on all systems to protect against malicious software?","Single Choice",10,2,"",1,10,"Devices","Devices"
184,"2024-08-13T12:50:50.000Z",3931,"2024-08-13T12:50:50.000Z",3931,"Are automatic updates configured for anti-malware software signatures to ensure protection against the latest threats?","Single Choice",10,2,"",1,10,"Devices","Devices"
185,"2024-08-13T12:50:51.000Z",3931,"2024-08-13T12:50:51.000Z",3931,"Has your organization disabled autorun and autoplay features for removable media to prevent the automatic execution of malicious code?","Single Choice",10,2,"",1,10,"Devices","Devices"
186,"2024-08-13T12:50:51.000Z",3931,"2024-08-13T12:50:51.000Z",3931,"Does your organization have processes in place to identify and address unauthorized assets within the network?","Single Choice",10,2,"",1,10,"Devices","Devices"
187,"2024-08-13T12:50:51.000Z",3931,"2024-08-13T12:50:51.000Z",3931,"Does your organization encrypt data stored on end-user devices to protect sensitive information from unauthorized access or exposure?","Single Choice",10,2,"",1,10,"Devices","Devices"
188,"2024-08-13T12:50:51.000Z",3931,"2024-08-13T12:50:51.000Z",3931,"Does your organization maintain an up-to-date inventory of software assets?","Single Choice",11,2,"",1,14,"Application","Application"
189,"2024-08-13T12:50:51.000Z",3931,"2024-08-13T12:50:51.000Z",3931,"Does your organization ensure that all authorized software is currently supported by vendors","Single Choice",11,2,"",1,14,"Application","Application"
