id,created,createdBy,updated,updatedBy,clientId,_importId,actionBy,moduleName,functionName,extra,questionId,answer,score
32,"2024-04-26T11:05:27.000Z",3821,"2024-04-26T11:05:27.000Z",3821,-1,84,"addon","exim","importData","{}",6,"Our data governance operating framework has been effectively communicated and understood across the organization.",2
33,"2024-04-26T11:05:27.000Z",3821,"2024-04-26T11:05:27.000Z",3821,-1,84,"addon","exim","importData","{}",6,"Our operating framework successfully facilitates collaboration between data governance teams and those executing data management initiatives.",3
34,"2024-04-26T11:05:27.000Z",3821,"2024-04-26T11:05:27.000Z",3821,-1,84,"addon","exim","importData","{}",6,"We have integrated change management principles into our framework to promote smooth adoption of data governance practices.",4
35,"2024-04-26T11:05:27.000Z",3821,"2024-04-26T11:05:27.000Z",3821,-1,84,"addon","exim","importData","{}",6,"Our operating framework includes well-defined processes for resolving data-related issues.",5
36,"2024-04-26T11:05:27.000Z",3821,"2024-04-26T11:05:27.000Z",3821,-1,84,"addon","exim","importData","{}",6,"Our data governance efforts are directly contributing to demonstrable business benefits.",6
37,"2024-04-26T11:05:27.000Z",3821,"2024-04-26T11:05:27.000Z",3821,-1,84,"addon","exim","importData","{}",7,"We do not have DG goals, principles, and policies defined.",1
38,"2024-04-26T11:05:27.000Z",3821,"2024-04-26T11:05:27.000Z",3821,-1,84,"addon","exim","importData","{}",7,"Our data governance goals are clearly derived from and directly support our overall data governance strategy.",2
39,"2024-04-26T11:05:27.000Z",3821,"2024-04-26T11:05:27.000Z",3821,-1,84,"addon","exim","importData","{}",7,"We have well-defined principles that guide our data-related decision-making and practices.",3
40,"2024-04-26T11:05:27.000Z",3821,"2024-04-26T11:05:27.000Z",3821,-1,84,"addon","exim","importData","{}",7,"Our data governance policies are comprehensive and address key areas like data quality, access, privacy, and security.",4
41,"2024-04-26T11:05:27.000Z",3821,"2024-04-26T11:05:27.000Z",3821,-1,84,"addon","exim","importData","{}",7,"Our policies are created through a collaborative process involving data stewards, business stakeholders, and relevant experts.",5
42,"2024-04-26T11:05:27.000Z",3821,"2024-04-26T11:05:27.000Z",3821,-1,84,"addon","exim","importData","{}",7,"We have a clear process for the review, revision, and adoption of data governance policies.",6
43,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",8,"We have no process for identifying and prioritizing data management improvement projects.",1
44,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",8,"Our organization has a clear process for identifying and prioritizing data management improvement projects.",2
45,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",8,"Data management projects consistently receive buy-in and support from cross-functional stakeholders.",3
46,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",8,"We effectively articulate the business value and potential ROI of data management initiatives to executive sponsors.",4
47,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",8,"Our Data Governance Council (or equivalent) plays an active role in defining business cases and overseeing project progress.",5
48,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",8,"We have well-established coordination between our Data Governance Council and Project Management Office (PMO) functions.",6
49,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",9,"We have no change management.",1
50,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",9,"Our stakeholders (employees, leaders, etc.) understand the importance of change management in our data governance efforts.",2
51,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",9,"We have an assigned team or individuals responsible for planning and implementing change management activities related to data governance.",3
52,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",9,"Our data governance training programs are comprehensive and reach employees at all levels.",4
53,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",9,"We incorporate data governance considerations into our project management processes.",5
54,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",9,"Our communications strategy seeks feedback throughout the data governance change process and uses that feedback to make improvements.",6
55,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",10,"We do not have issue management.",1
56,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",10,"Our organization has a well-defined process for identifying, logging, and tracking data governance issues.",2
57,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",10,"We have clear guidelines for escalating unresolved issues to the appropriate decision-making bodies (e.g., Data Stewards, Data Governance Council).",3
58,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",10,"We prioritize issues based on their potential impact on business goals and compliance requirements.",4
59,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",10,"We thoroughly document resolutions, including root causes and agreed-upon actions.",5
60,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",10,"We track key performance indicators (KPIs) related to issue resolution efficiency (e.g., time to resolution, percentage of issues resolved at different levels).",6
61,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",11,"We have no process or mechanism for monitoring adherence to data-related regulatory requirements.",1
62,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",11,"Our organization has a comprehensive understanding of the regulatory landscape that impacts our data management practices.",2
63,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",11,"We have a dedicated process for identifying and analyzing new or changing data-related regulations.",3
64,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",11,"Our data governance team actively collaborates with legal, compliance, and risk management functions to assess regulatory implications for data.",4
65,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",11,"We have clear guidelines in place to translate regulatory requirements into actionable data governance policies and procedures.",5
66,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",11,"We have well-defined timelines and accountability structures for achieving and maintaining compliance with relevant regulations.",6
67,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",12,"We have no implementation roadmap that outlines key milestones, timelines, and dependencies for our data governance program.",1
68,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",12,"We have well-defined procedures in place for key data governance activities (e.g., issue resolution, policy development).",2
69,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",12,"We are actively developing a comprehensive business glossary with clear definitions and standards for data terms.",3
70,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",12,"We have established strong collaboration between data governance, enterprise architecture, and data architecture teams.",4
71,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",12,"We have processes in place to assess the financial value of our data assets, informing decision-making and prioritization.",5
72,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",12,"We regularly review and prioritize our foundational data governance activities to ensure alignment with our evolving needs.",6
73,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",13,"We do not have well-documented procedure for key data management activities.",1
74,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",13,"Our organization has a clear process for developing, documenting, and approving data standards.",2
75,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",13,"We have well-defined criteria for determining when standards are mandatory.",3
76,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",13,"Our data standards align with industry best practices and relevant regulations.",4
77,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",13,"We have effective mechanisms for communicating and enforcing data standards across the organization.",5
78,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",13,"We regularly review and update our data standards to reflect changes in business requirements and technology.",6
79,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",14,"We do not have business glossary that includes clear and unambiguous definitions for our core business terms.",1
80,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",14,"Our business glossary is easily accessible and widely used across the organization.",2
81,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",14,"Employees at all levels understand the importance and value of a shared business vocabulary.",3
82,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",14,"We provide training and resources to help employees effectively use the business glossary.",4
83,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",14,"The business glossary is consistently referenced during data modeling, analysis, and reporting activities.",5
84,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",14,"Our business glossary has improved communication and collaboration across different departments and functions.",6
85,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",15,"1.  We have no process for data governance team for collaborating with data architects on data modeling and design.",1
86,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",15,"2.  Our data governance team has a well-defined process for collaborating with data architects on data modeling and design.",2
87,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",15,"3.  Data Stewards play an active role in reviewing and contributing to the enterprise data model.",3
88,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",15,"4.  Our data architecture artifacts (e.g., data models, metadata standards) are readily accessible and understood by data governance stakeholders.",4
89,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",15,"5.  Our change management processes effectively address the impact of business changes on our data architecture.",5
90,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",15,"6.  We have clear channels of communication for resolving potential conflicts or discrepancies between data governance principles and architectural decisions.",6
91,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",16,"We have no understanding of the business value of our data assets.",1
92,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",16,"Our organization recognizes data and information as valuable business assets.",2
93,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",16,"We have a well-defined methodology for estimating the financial value of our data assets.",3
94,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",16,"Our data asset valuation framework takes into account both the direct and indirect benefits of data (e.g., cost savings, improved decision-making, etc.).",4
95,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",16,"We have clear guidelines for how and when to conduct data asset valuations.",5
96,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",16,"Our data asset valuations are integrated into our budgeting, investment planning, and decision-making processes.",6
97,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",17,"1.  Our data governance program has no necessary funding and resources to ensure its long-term success.",1
98,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",17,"2.  Our data governance principles and standards are consistently applied across our business processes and systems.",2
99,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",17,"3.  Data governance considerations are embedded within our project management methodologies (SDLC, etc.).",3
100,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",17,"4.  Responsibility for data quality and compliance is clearly assigned to specific roles within different business units.",4
101,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",17,"5.  Our data governance procedures are documented and readily accessible to those responsible for their execution.",5
102,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",17,"6.  We track key performance indicators (KPIs) to measure the effectiveness of our data governance practices.",6
103,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",18,"There is no existing data architecture practice within our organisation. We lack any of the work streams of data architecture.",1
104,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",18,"While we have some data architecture practices in place, such as strategy, they need significant improvement.",2
105,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",18,"Our existing data architecture practices have some shortcomings. We need to address specific areas to strengthen our capabilities.",3
106,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",18,"The current data architecture practices are reasonably effective. However, there’s room for refinement.",4
107,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",18,"Our data architecture practices are well-designed and align with industry standards. They contribute positively to our data management efforts.",5
108,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",18,"Our established data architecture practices are excellent. All work streams are working with synergy.",6
109,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",19,"There's no formal system documentation process.",1
110,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",19,"There's a basic recognition of the importance of documentation, but efforts are inconsistent and scattered.",2
111,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",19,"Documentation efforts exist, focusing primarily on capturing essential system information. Centralization might be partially implemented.",3
112,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",19,"A defined documentation process is in place. Standards and templates are used to ensure consistency in the level of detail and structure. Updates are included within change management processes.",4
113,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",19,"Documentation is a proactive and comprehensive effort. The focus is on creating a highly accurate and detailed system knowledge base that is consistently updated.",5
114,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",19,"Documentation is seamless and integrated. Updates occur with minimal manual intervention, potentially automated through system integrations. Documentation becomes a dynamic and actionable tool for operations and troubleshooting.",6
115,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",20,"No data architecture roadmap exists. Data management is handled in an entirely ad-hoc and reactive manner.",1
116,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",20,"Awareness of the need for a roadmap. There might be fragmented plans for individual projects, but they lack a holistic view of data dependencies and business alignment.",2
117,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",20,"Basic roadmap exists, focusing primarily on technical dependencies among systems. Business context is considered but might be loosely defined.",3
118,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",20,"Well-structured roadmap with milestones, resource outlines, and basic cost estimates. Business priorities are integrated, and there's a clear understanding of data flow dependencies between business capabilities.",4
119,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",20,"Comprehensive and dynamic roadmap that incorporates insights from a formal data management maturity assessment. The roadmap is actively used to guide decision-making, resource allocation, and manage risks.",5
120,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",20,"Highly adaptive and proactive roadmap strategy. The roadmap is deeply integrated with the overall enterprise architecture and continuously refined based on real-time business intelligence and data-driven insights. The roadmap becomes a tool for strategic innovation and optimization.",6
121,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",21,"No integration between data architecture and projects. Data concerns are handled reactively within individual projects, leading to inconsistencies and potential long-term data management issues.",1
122,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",21,"Some awareness of the need for data architecture alignment with projects, but the process is ad-hoc and inconsistent. There might be isolated attempts at collaboration but without established methods.",2
123,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",21,"Basic framework in place for incorporating data architecture into project planning. There's a focus on defining data requirements and potential dependencies, but integration across the full project lifecycle is limited.",3
124,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",21,"Well-defined process for integrating data architecture throughout projects. Data architects collaborate with project teams from requirements gathering through implementation, ensuring alignment with enterprise-level data standards and models.",4
125,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",21,"Proactive and collaborative approach to project-level data architecture. Data architects are embedded within project teams, providing continuous guidance on data design, reuse, and integration. Feedback from projects is used to refine the overall Enterprise Data Architecture.",5
126,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",21,"Highly adaptive and seamless integration of data architecture into project lifecycles. Agile methodologies are embraced, enabling data architecture considerations to be iterative and responsive to changing requirements. There's a strong focus on knowledge sharing and continuous improvement of both project-level and enterprise-level data practices.",6
127,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",22,"No integration exists. Data architecture is treated as a purely technical concern, addressed only within individual projects in a reactive manner.",1
128,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",22,"Basic awareness of the need for alignment, but the execution is fragmented and inconsistent. Some data architecture considerations might influence project decisions on an ad-hoc basis.",2
129,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",22,"Establishment of basic processes to consider data architecture during project portfolio planning. Data architects provide input into project prioritization based on data dependencies and roadmap needs.",3
130,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",22,"Well-defined integration between data architecture, project portfolio management, and application planning. Data architecture roadmaps inform project selection, and potential data-related risks/opportunities are factored into decision-making processes.",4
131,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",22,"Proactive and strategic alignment. Data architecture plays a central role in driving project portfolio decisions and shaping the enterprise application landscape. There's a focus on identifying opportunities for data-driven innovation within the project portfolio.",5
132,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",22,"Data architecture becomes a driver of transformation and optimization. Insights from data architecture drive agile adjustments to the project portfolio and application landscape, enabling the organization to quickly adapt to emerging trends and business needs.",6
133,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",23,"No formal data modeling process. Data models are created in an ad-hoc manner, potentially without regard to standards or broader organizational needs.",1
134,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",23,"Basic awareness of the need for data modeling plans. Plans might be rudimentary or inconsistent and focus primarily on the diagrammatic output of the modeling process.",2
135,"2024-04-26T11:05:28.000Z",3821,"2024-04-26T11:05:28.000Z",3821,-1,84,"addon","exim","importData","{}",23,"Structured data modeling plans exist. Plans include requirements gathering, consideration of standards, and outline the necessary deliverables (diagrams, definitions).",3
