id,subjectId,topicId,question,assessmentId,AnswersCount
251,34,49,Does your organization collect audit logs to monitor and track system activities?,6,2
252,35,50,Has your organization established a structured data management process?,6,2
253,35,50,Does your organization maintain an inventory of data assets?,6,2
254,35,50,Has your organization established and maintained an inventory of service providers?,6,2
255,35,50,Does your organization configure data access control lists to control access to sensitive data?,6,2
256,35,50,Does your organization enforce data retention policies to retain data for the required duration?,6,2
257,35,50,Does your organization securely dispose of data using approved methods to prevent unauthorized access?,6,2
258,35,50,Is data stored on end-user devices encrypted to protect against unauthorized access?,6,2
259,35,50,Does your organization implement measures to protect recovery data from unauthorized access or modification?,6,2
260,35,50,Has your organization established a data recovery process to restore data in the event of a system failure or data loss?,6,2
261,35,50,Does your organization perform automated backups of critical data to ensure its availability in case of data loss or corruption?,6,2
262,36,51,Does your organization maintain an inventory of user accounts?,6,2
263,36,51,Is automatic session locking configured on enterprise assets to prevent unauthorized access?,6,2
264,36,51,Does your organization enforce the use of unique passwords for user accounts?,6,2
265,36,51,Are administrator privileges restricted to dedicated administrator accounts within your organization?,6,2
266,36,51,Has your organization established a formal process for granting access to resources?,6,2
267,36,51,Does your organization have a defined process for revoking access to resources when needed?,6,2
268,36,51,Is multi-factor authentication required for externally-exposed applications?,6,2
269,36,51,Does your organization mandate multi-factor authentication for remote network access?,6,2
270,36,51,Is multi-factor authentication enforced for administrative access to systems and applications?,6,2
271,36,51,Does your organization manage default accounts on enterprise assets and software to prevent unauthorized access?,6,2
272,36,51,Has your organization established and maintained a security awareness program to educate employees about security risks and best practices?,6,2
273,36,51,Does your organization provide training to employees to recognize and respond to social engineering attacks?,6,2
274,36,51,Are employees trained on authentication best practices to safeguard against unauthorized access?,6,2
275,36,51,Are employees trained on data handling best practices to ensure the secure handling of sensitive information?,6,2
276,36,51,Does your organization provide training to employees on the causes of unintentional data exposure and how to prevent it?,6,2
277,36,51,Are employees trained to recognize and promptly report security incidents to appropriate personnel?,6,2
278,36,51,Are employees trained on how to identify and report if their enterprise assets are missing security updates?,6,2
279,36,51,Does your organization educate employees on the risks associated with connecting to and transmitting enterprise data over insecure networks?,6,2
280,36,51,Is there a process to regularly identify and disable dormant user accounts within your organization's systems?,6,2
281,36,51,Has your organization designated specific personnel responsible for managing incident handling and response?,6,2
282,36,51,Does your organization maintain updated contact information for reporting security incidents to the appropriate authorities?,6,2
283,36,51,Has your organization established a formal process for reporting security incidents across the enterprise?,6,2
284,37,53,Strategic Alignment,7,5
285,37,53,Portfolio Planning,7,5
286,37,53,Dependency Management,7,5
287,38,54,RAID Management,7,5
288,39,55,Finance Management,7,5
289,40,56,Benefit Management,7,5
290,41,57,Resource Management,7,5
291,42,58,Portfolio Reporting,7,5
292,42,58,Portfolio Governance,7,5
293,42,58,Change Control,7,5
294,43,59,Stakeholder Management,7,5
295,43,59,Change Management,7,5
296,44,60,Portfolio Framework,7,5
297,44,60,Information Management,7,5
298,44,60,Quality assurance and internal audit,7,5
299,45,61,Training & Development,7,5
300,46,62,An internal organisation and governance system is in place to deliver an optimal customer experience,8,4
301,46,63,The organisation delivers a good experience with its products & services,8,4
302,46,64,The organisation makes effective use of data to generate customer insights,8,4
303,46,65,The delivered experience aligns with the brand promise,8,4
304,47,66,A clear and complete digital strategy is developed and adopted by the organisation,8,4
305,47,67,A consistent brand message is developed and maintained across all channels,8,4
306,47,68,The organisation is able to leverage ecosystems to create business value,8,4
307,47,69,Financial sponsorship is in place to support the digital strategy,8,4
308,47,70,Market information is gathered to inform the strategy,8,4
309,47,71,The organisation maintains a balanced portfolio of digital products and services,8,4
310,48,72,Organisational values are established which drive the employee experience,8,4
311,48,73,"The organisation has the competencies, knowledge and tools to create and develop an effective workforce",8,4
312,48,74,"The organisation's working environment, tools and accepted practices support productivity and innovation",8,4
313,49,75,The organisation has effective operations governance in place,8,4
314,49,76,The organisation is able to efficiently and effectively design and develop innovative services which deliver business value,8,4
315,49,77,"The organisation is able to rapidly, flexibly and effectively deliver, deploy and retire services",8,4
316,49,78,"The organisation is able to effectively and efficiently run services in production, ensuring high availability, quality and responsiveness to demand changes",8,4
317,35,1,The organisation has an effective data governance system in place,8,4
318,50,80,"The organisation has effective systems and processes in place to collect, transfer, store and process data",8,4
319,50,81,The organisation is able to realize business value from its data assets,8,4
320,51,82,"The organisation governs well the utilization of technology in the research, development, and production of its goods and services",8,4
321,51,83,There is a technology and application architecture in place which describes the behavior of applications and their integration with the underlying technology platform and services,8,4
322,51,84,"The organisation plans for and proactively address threats, vulnerabilities and security compliance requirements",8,4
323,51,85,Technology platforms and tools are in place to effectively develop and manage applications and processes,8,4
324,51,86,The organisation has the necessary connectivity and compute capabilities in place to support digital business operations,8,4
